HomeTeam,AwayTeam,FTR,HomeGoals,AwayGoals,StandingDiff,HomeWins,AwayWins,AvgHomeGoals,AvgAwayGoals,AvgHomeShots,AvgAwayShots,AvgHomeShotsOnTarget,AvgAwayShotsOnTarget,AvgHomeCorners,AvgAwayCorners,AvgHomeGoalsConceded,AvgAwayGoalsConceded,AvgHomeShotsConceded,AvgAwayShotsConceded,Year,Day
21,26,2,2,1,-3,40.0,20.0,1.2,1.2,12.4,12.6,4.0,5.4,3.6,4.6,0.8,1.4,16.2,13.6,2019,8
22,25,0,1,2,0,20.0,20.0,1.4,1.0,14.0,8.8,4.8,3.2,6.2,4.0,2.8,0.6,19.2,13.2,2019,8
6,35,1,2,2,10,60.0,40.0,1.8,1.4,13.4,15.2,4.0,5.2,4.2,6.4,1.0,0.8,10.2,12.6,2019,8
33,0,0,1,3,5,20.0,0.0,1.6,1.0,11.2,10.6,4.8,4.0,5.0,7.2,1.8,1.6,10.6,17.8,2019,9
17,31,2,2,0,-9,100.0,20.0,2.8,0.8,15.4,8.6,7.6,2.6,5.0,4.2,1.2,1.4,11.0,11.6,2019,14
7,21,2,1,0,2,40.0,40.0,1.4,1.0,11.0,7.4,5.2,3.6,6.2,2.0,2.0,2.0,11.6,15.0,2019,14
9,4,0,0,1,-11,80.0,0.0,1.4,0.6,21.4,13.4,7.6,3.8,8.2,7.2,0.4,1.4,6.0,12.2,2019,14
16,22,1,1,1,-9,100.0,20.0,2.6,0.6,15.8,10.0,5.4,2.4,6.8,4.6,0.4,1.2,7.8,15.8,2019,14
25,1,2,2,0,0,40.0,20.0,1.4,1.8,11.6,12.8,4.8,5.4,6.8,6.0,1.2,2.0,9.6,20.8,2019,14
26,33,0,0,1,6,40.0,20.0,1.2,0.6,9.0,8.6,4.0,4.2,4.4,3.8,3.4,1.8,15.6,15.6,2019,14
19,11,1,1,1,-2,40.0,20.0,1.8,1.4,14.4,13.6,6.0,4.0,5.8,6.6,1.2,2.4,8.6,9.6,2019,15
35,30,0,1,2,3,60.0,20.0,1.6,1.2,10.6,9.2,3.6,4.0,4.0,3.8,0.6,2.0,11.2,13.6,2019,15
0,18,0,0,3,4,20.0,60.0,1.4,2.4,12.2,20.0,4.4,7.8,9.8,7.8,1.4,1.4,17.2,8.2,2019,15
10,6,1,1,1,-5,40.0,20.0,0.8,1.0,11.4,13.2,3.2,4.4,5.2,4.6,1.2,2.0,12.6,19.2,2019,16
11,0,1,0,0,3,40.0,20.0,1.4,1.2,13.8,10.6,7.0,3.8,5.8,7.6,1.4,1.4,12.0,13.8,2019,21
1,26,0,1,3,2,40.0,0.0,1.6,1.2,15.4,14.2,4.6,4.8,7.0,5.8,1.8,1.8,17.8,12.6,2019,21
4,7,0,0,1,-1,20.0,20.0,0.8,1.2,9.6,9.4,3.0,2.6,4.4,3.8,1.4,2.4,16.0,15.2,2019,21
6,25,0,0,1,-1,60.0,20.0,2.0,1.0,13.2,10.2,3.8,3.6,4.2,3.6,1.2,0.8,11.4,12.8,2019,21
21,10,2,1,0,1,60.0,40.0,1.6,1.2,12.6,6.0,4.4,2.2,3.2,3.0,1.0,1.0,16.8,15.0,2019,21
22,35,0,1,2,11,0.0,40.0,1.0,1.6,15.4,15.0,5.0,5.4,7.4,5.8,2.8,1.0,16.0,12.6,2019,21
18,16,2,3,1,-8,60.0,80.0,1.6,3.6,21.2,16.6,4.8,7.6,12.6,6.2,1.2,0.6,8.6,11.6,2019,21
31,19,2,2,0,5,0.0,40.0,0.2,1.6,11.0,14.0,3.0,6.0,5.2,6.4,1.0,1.4,10.8,13.6,2019,22
30,9,0,0,2,1,60.0,60.0,2.4,2.4,13.2,14.2,4.6,6.0,5.2,4.6,1.0,1.8,12.4,12.6,2019,22
30,6,2,2,1,-13,40.0,20.0,2.0,1.2,12.4,14.6,4.0,6.2,4.6,5.6,1.2,1.8,12.2,16.6,2019,26
1,22,2,1,0,0,40.0,20.0,1.4,0.8,16.0,10.0,5.2,2.4,7.0,4.4,2.0,1.0,19.2,16.4,2019,26
4,0,1,1,1,9,20.0,20.0,0.4,1.0,7.6,9.8,2.0,3.2,4.0,7.0,1.2,1.2,13.0,12.4,2019,26
9,26,0,0,2,-13,60.0,20.0,1.0,1.6,20.2,14.8,6.6,5.2,9.0,5.6,0.6,1.6,6.6,14.6,2019,26
10,33,2,2,1,2,20.0,40.0,0.6,0.4,10.6,7.4,3.4,3.8,4.8,4.2,1.4,1.4,13.6,15.2,2019,26
11,7,2,1,0,-7,40.0,40.0,1.2,1.0,13.2,7.8,5.4,2.2,5.8,4.2,0.8,2.0,9.2,12.6,2019,26
25,31,1,1,1,7,60.0,20.0,1.8,0.8,10.6,7.4,5.0,2.0,6.2,3.6,1.0,1.4,8.0,13.6,2019,26
19,21,2,4,1,-7,40.0,40.0,1.8,1.0,16.0,8.6,6.8,3.6,5.4,2.6,1.2,1.2,8.2,13.8,2019,26
16,17,0,0,4,7,80.0,80.0,1.8,1.8,16.8,16.8,5.4,5.4,7.4,5.4,0.6,0.6,9.2,8.6,2019,26
35,18,2,3,2,6,40.0,60.0,1.4,2.4,13.0,18.8,4.2,7.4,6.0,8.0,1.0,1.2,10.2,7.0,2019,27
6,4,2,2,0,3,40.0,20.0,1.4,0.8,11.6,13.6,3.0,3.8,4.2,7.0,1.4,1.2,11.2,13.4,2019,28
21,11,0,1,2,5,60.0,20.0,1.6,1.6,11.8,13.0,4.6,4.2,3.2,5.8,1.0,2.4,17.6,12.6,2019,28
26,10,1,1,1,4,40.0,20.0,1.0,0.8,9.2,7.8,3.8,2.2,4.8,3.6,2.8,1.0,15.2,14.8,2019,28
31,1,2,3,0,-7,20.0,0.0,0.6,0.8,11.6,10.0,3.2,3.0,4.4,5.2,1.0,2.2,12.4,18.0,2019,28
22,30,1,2,2,14,0.0,40.0,1.0,1.6,13.8,9.4,5.4,4.4,6.0,3.4,2.2,1.6,14.4,13.8,2019,28
33,16,0,1,2,1,0.0,80.0,1.4,3.6,11.8,17.2,4.4,7.8,5.2,5.2,2.4,0.8,10.8,12.6,2019,28
7,19,0,0,2,9,40.0,40.0,1.4,1.6,10.6,15.0,5.4,7.0,5.6,6.2,2.0,1.6,11.2,13.4,2019,28
0,9,0,1,2,2,0.0,60.0,1.2,2.0,11.0,14.2,4.2,5.2,7.6,4.8,2.0,1.6,18.0,11.6,2019,29
17,35,2,1,0,-5,100.0,40.0,2.8,1.6,15.0,16.4,7.2,5.8,5.4,7.8,1.0,1.2,12.2,11.6,2019,29
18,25,2,2,0,-17,80.0,40.0,2.2,1.2,22.2,9.8,6.8,3.4,12.0,2.8,1.0,0.8,8.2,13.0,2019,29
6,9,1,1,1,14,40.0,60.0,1.2,1.6,13.2,13.6,3.4,4.6,6.0,4.2,1.0,1.4,11.2,10.4,2020,1
7,1,0,1,2,-3,40.0,0.0,1.0,0.8,9.6,10.0,4.6,2.4,5.6,4.4,1.6,2.2,10.8,17.0,2020,1
21,16,0,0,3,4,60.0,80.0,1.6,2.2,13.2,14.8,5.2,6.4,3.6,4.8,1.2,1.0,19.4,14.2,2020,1
26,30,2,1,0,12,40.0,40.0,1.2,1.8,10.8,10.2,4.2,5.0,6.8,4.0,1.2,1.6,11.2,10.6,2020,1
31,35,2,2,1,4,40.0,40.0,1.2,1.4,14.2,15.8,3.8,5.2,4.6,7.8,1.0,1.2,11.6,11.0,2020,1
18,11,2,2,1,-7,80.0,40.0,2.0,1.6,20.4,15.4,5.8,4.8,11.0,6.4,1.0,2.0,7.6,15.0,2020,1
22,10,1,1,1,6,0.0,20.0,1.2,0.6,12.8,6.8,5.2,1.8,6.6,3.4,2.0,0.8,13.2,14.6,2020,1
33,4,2,4,0,-4,0.0,20.0,1.4,0.8,12.8,12.6,4.4,3.2,5.8,5.4,2.4,1.6,12.0,15.2,2020,1
0,19,2,2,0,-1,0.0,40.0,1.0,1.4,9.4,13.6,3.4,5.8,5.6,5.0,2.0,1.4,18.6,13.0,2020,1
17,25,2,2,0,-16,100.0,40.0,2.6,1.0,12.8,9.4,5.2,2.6,4.8,3.0,0.8,1.0,12.0,13.8,2020,2
25,33,2,1,0,8,40.0,40.0,1.8,0.6,12.2,7.8,5.4,3.4,6.6,5.0,1.2,1.4,7.2,14.0,2020,10
10,0,1,1,1,7,40.0,20.0,1.0,1.2,11.8,11.4,3.8,3.0,6.0,5.2,1.2,1.2,11.4,13.2,2020,11
9,7,2,3,0,-12,40.0,40.0,0.8,0.8,19.0,6.4,5.6,1.4,8.4,3.8,1.0,1.8,6.6,13.0,2020,11
11,6,2,1,0,-9,40.0,20.0,1.0,1.2,13.6,12.8,4.4,6.2,5.6,5.0,0.8,1.8,8.8,14.0,2020,11
16,26,0,1,2,-7,60.0,40.0,1.4,1.8,13.6,13.0,4.8,4.8,6.0,5.2,1.2,1.4,9.6,15.8,2020,11
19,22,2,4,0,-12,60.0,20.0,2.4,0.8,19.0,11.2,8.4,3.4,5.8,4.6,1.2,1.2,7.6,16.4,2020,11
35,21,1,1,1,-6,60.0,40.0,1.8,1.2,16.2,9.0,5.6,4.0,6.4,2.6,1.2,1.8,8.8,15.0,2020,11
30,17,0,0,1,2,60.0,80.0,2.2,2.4,12.2,16.6,4.6,5.8,4.2,6.0,1.2,0.6,13.0,6.8,2020,11
4,31,0,0,3,3,20.0,20.0,0.6,0.8,7.8,7.0,2.4,2.0,4.4,3.4,1.4,1.4,14.4,14.4,2020,12
1,18,0,1,6,17,40.0,40.0,1.2,2.4,13.4,16.0,4.0,6.0,6.6,6.6,1.8,1.8,18.4,9.6,2020,12
31,30,1,0,0,7,60.0,40.0,1.4,1.6,13.6,11.6,3.8,5.6,5.2,5.4,0.8,1.6,11.6,11.6,2020,18
0,25,1,1,1,-13,20.0,40.0,1.2,0.8,9.4,7.2,3.4,2.2,4.2,3.0,1.8,1.2,15.6,14.2,2020,18
6,1,1,1,1,-1,20.0,20.0,1.0,1.0,12.2,9.6,3.4,2.8,5.4,4.6,1.2,2.0,13.0,17.6,2020,18
18,10,1,2,2,-11,80.0,20.0,2.0,0.8,18.4,8.6,6.4,2.2,8.2,4.4,1.0,0.6,8.4,13.0,2020,18
22,4,2,1,0,4,0.0,20.0,1.4,0.6,12.4,10.0,5.0,3.0,5.0,5.0,1.8,2.0,13.2,14.0,2020,18
26,35,0,2,3,9,60.0,40.0,1.2,1.4,12.4,14.0,4.2,4.4,7.0,7.4,0.8,1.4,8.6,10.8,2020,18
33,11,1,1,1,2,20.0,20.0,2.0,1.4,13.2,12.0,5.0,4.2,5.6,5.8,2.2,2.2,10.6,17.4,2020,18
21,9,2,1,0,10,40.0,40.0,1.2,1.4,10.2,13.6,3.8,3.6,3.4,3.6,1.6,1.4,19.6,11.2,2020,18
7,16,2,2,1,6,20.0,80.0,0.6,2.4,10.8,15.4,2.4,7.4,5.0,4.6,2.0,1.0,11.6,12.8,2020,19
17,19,2,2,0,-4,100.0,40.0,2.4,1.4,14.2,12.6,5.6,5.8,5.6,3.8,0.6,1.6,9.0,12.6,2020,19
1,31,2,2,1,7,40.0,20.0,1.2,1.0,13.8,8.2,3.8,2.8,6.6,3.6,2.6,1.4,17.8,13.0,2020,21
4,6,2,3,1,-3,0.0,20.0,0.4,1.0,7.4,13.4,1.4,6.2,4.6,5.2,2.0,1.4,15.0,12.6,2020,21
10,26,0,0,2,-4,40.0,60.0,1.2,2.0,10.6,15.6,3.8,6.2,5.2,6.0,1.0,1.2,10.0,11.6,2020,21
11,21,1,2,2,-5,60.0,20.0,1.0,0.8,15.0,7.6,5.0,2.4,5.4,2.4,0.6,1.6,9.8,13.6,2020,21
25,18,0,0,1,17,40.0,60.0,1.4,3.4,12.2,16.8,4.8,7.8,6.6,4.8,1.2,1.4,7.4,8.6,2020,21
9,0,1,2,2,-2,40.0,20.0,1.0,1.4,18.0,11.2,6.2,3.6,9.0,5.2,1.0,1.0,7.4,10.6,2020,21
16,33,2,4,1,-1,40.0,40.0,1.2,0.6,10.8,7.8,4.4,3.0,5.4,4.8,1.6,1.0,11.2,13.8,2020,22
30,22,2,2,1,-14,60.0,20.0,2.0,0.8,11.6,11.4,4.4,4.0,4.2,4.4,1.2,1.6,12.8,14.8,2020,22
19,7,0,0,2,-9,60.0,40.0,2.6,0.8,17.4,6.6,7.4,1.8,5.6,3.2,1.0,1.8,8.0,14.0,2020,22
35,17,0,1,2,5,40.0,100.0,1.6,2.4,14.6,17.2,5.4,6.4,6.2,6.4,1.2,0.4,7.2,8.2,2020,23
33,17,0,0,2,8,20.0,100.0,1.8,2.4,12.4,14.8,5.0,6.4,5.6,5.2,1.8,0.4,10.4,9.2,2020,29
16,9,1,2,2,6,40.0,40.0,1.6,1.2,11.4,15.2,4.8,4.0,6.0,5.2,1.6,1.2,10.2,9.6,2020,1
4,1,2,2,1,-4,20.0,20.0,0.8,0.8,7.8,9.4,1.6,2.8,4.6,3.6,1.8,1.8,15.8,16.4,2020,1
10,25,0,0,1,-6,40.0,40.0,1.0,0.8,8.6,7.8,2.6,2.2,3.4,3.6,1.0,1.2,10.6,13.8,2020,1
17,26,2,4,0,-14,100.0,80.0,2.4,2.0,14.4,14.4,5.2,6.2,7.0,6.0,0.4,0.8,8.4,10.4,2020,1
21,22,1,0,0,-5,60.0,0.0,1.0,0.6,10.4,11.2,3.6,3.4,3.4,3.6,1.2,2.0,18.6,14.0,2020,1
31,11,0,2,3,3,60.0,20.0,1.4,1.4,13.6,12.0,3.4,4.2,4.4,6.2,0.2,2.0,12.8,16.6,2020,1
33,6,1,3,3,-7,20.0,20.0,1.4,1.0,11.6,15.2,5.0,6.8,5.6,5.8,1.6,1.6,10.0,11.8,2020,1
19,35,1,0,0,-1,60.0,40.0,2.2,1.6,19.0,12.2,7.6,3.8,4.8,6.2,1.0,1.6,7.2,11.2,2020,1
7,0,1,0,0,10,40.0,20.0,1.0,1.4,9.4,8.4,2.6,2.6,4.8,3.8,1.8,1.0,13.8,11.4,2020,2
30,18,2,2,0,3,60.0,80.0,1.8,3.2,11.4,15.6,4.0,7.0,4.8,5.4,1.0,1.0,11.2,8.2,2020,2
11,10,2,3,1,-4,60.0,0.0,1.4,0.8,14.8,8.2,5.2,2.4,5.2,3.6,0.6,1.0,8.8,15.0,2020,8
6,31,1,1,1,6,20.0,20.0,1.2,1.0,12.8,8.6,3.8,2.6,4.8,2.8,1.0,1.4,10.8,14.0,2020,8
25,4,2,2,1,4,40.0,20.0,0.8,0.2,10.6,7.2,3.4,2.4,6.4,4.4,0.8,1.6,8.8,14.2,2020,9
35,16,1,0,0,-2,40.0,60.0,1.6,2.2,14.0,15.2,5.4,7.2,5.2,4.2,1.4,1.4,8.0,13.0,2020,14
26,7,0,1,2,1,40.0,40.0,1.2,0.6,12.4,5.4,4.0,1.2,6.0,2.6,1.2,1.8,9.0,15.8,2020,15
22,17,0,0,1,16,20.0,100.0,1.2,2.4,12.6,15.0,4.4,6.6,4.4,5.0,1.4,0.2,11.2,7.4,2020,15
1,30,0,2,3,14,40.0,20.0,1.2,1.0,13.6,12.0,3.2,5.4,5.6,4.6,2.8,1.2,17.2,12.4,2020,16
0,21,2,4,0,-8,20.0,20.0,1.0,1.2,9.2,7.0,3.2,1.8,3.8,2.0,1.6,1.6,13.8,13.6,2020,16
9,19,0,0,2,-3,40.0,40.0,1.4,0.8,18.0,12.2,6.6,5.6,10.6,4.2,1.2,1.4,6.8,13.4,2020,17
18,33,2,2,0,-9,60.0,20.0,2.0,0.6,20.4,8.0,6.8,2.6,9.4,5.8,1.2,1.8,7.2,13.8,2020,19
9,30,2,2,1,-1,20.0,40.0,1.0,1.4,16.4,15.0,5.0,6.4,10.6,5.4,1.4,1.2,6.8,13.6,2020,22
7,4,2,3,0,1,40.0,20.0,0.8,0.4,11.6,8.0,2.6,2.2,5.2,3.4,1.0,1.8,13.0,16.0,2020,22
10,21,2,1,0,-1,20.0,0.0,0.8,0.8,9.8,7.8,2.8,1.4,4.0,3.0,1.2,2.4,11.4,14.0,2020,22
25,6,1,1,1,1,60.0,0.0,1.2,1.2,11.2,15.0,3.4,6.2,6.4,5.2,0.6,2.0,9.6,11.8,2020,22
26,1,2,2,0,-2,20.0,20.0,1.0,0.8,11.6,11.2,3.4,3.2,5.6,4.2,1.4,1.8,8.8,14.6,2020,22
16,18,0,0,1,8,20.0,60.0,1.6,2.4,11.8,15.8,4.4,6.4,5.4,5.4,2.0,1.2,10.8,8.0,2020,22
19,31,2,3,0,-5,40.0,20.0,1.8,1.2,19.6,8.8,7.2,2.8,4.8,2.8,0.8,1.2,8.4,13.6,2020,23
35,22,2,3,0,-11,20.0,0.0,1.2,0.4,14.4,13.0,4.6,3.6,5.6,5.8,1.4,1.6,8.6,14.2,2020,23
0,11,2,3,2,-3,40.0,40.0,1.6,1.6,9.8,12.0,3.6,4.4,3.0,5.8,1.2,1.4,11.8,16.6,2020,23
17,33,2,3,2,-8,100.0,20.0,2.2,0.6,15.4,7.4,6.0,2.0,7.2,5.2,0.0,1.8,9.4,15.2,2020,24
22,16,2,1,0,9,20.0,40.0,1.0,1.4,10.8,12.4,3.8,6.2,3.0,3.2,1.2,1.2,12.8,13.0,2020,28
6,10,0,0,1,5,20.0,0.0,1.0,1.0,12.2,9.6,3.4,2.8,4.8,4.4,0.8,1.6,9.2,15.2,2020,29
4,9,1,2,2,11,40.0,40.0,1.2,1.4,10.4,13.6,2.8,3.8,4.6,5.4,1.4,1.0,15.2,9.8,2020,29
21,7,1,0,0,-2,40.0,60.0,0.6,1.0,11.0,5.8,3.4,2.2,4.4,3.0,1.0,1.0,18.6,15.2,2020,29
33,26,2,3,1,-6,20.0,80.0,1.8,1.8,11.8,14.0,5.4,6.2,5.6,5.8,1.6,1.2,11.8,11.2,2020,29
31,17,2,3,0,9,60.0,100.0,1.8,2.0,13.2,14.2,3.2,6.0,4.0,5.8,0.8,0.2,14.6,7.8,2020,29
11,19,1,1,1,2,60.0,40.0,1.4,0.8,15.0,11.8,5.4,4.8,5.8,5.2,0.6,1.2,7.8,12.4,2020,1
30,35,0,2,3,-3,60.0,40.0,1.2,1.2,9.4,12.4,3.2,3.4,5.0,6.6,1.0,1.2,13.4,11.6,2020,1
17,4,2,2,1,-12,100.0,0.0,2.4,0.2,17.2,8.2,6.2,2.6,9.2,3.2,0.4,2.4,9.2,15.6,2020,7
0,33,2,1,0,-5,60.0,0.0,2.2,0.8,10.4,6.6,4.2,2.0,3.6,5.2,1.0,2.4,12.4,18.0,2020,7
10,31,2,1,0,1,40.0,20.0,0.8,1.2,11.2,8.6,3.8,2.8,4.8,3.2,1.0,1.4,10.0,14.6,2020,7
25,22,2,1,0,0,40.0,0.0,1.0,0.2,12.6,12.2,3.4,3.8,8.2,5.2,0.8,2.0,9.6,14.4,2020,7
26,21,0,0,1,3,40.0,0.0,1.4,0.8,15.0,7.6,4.8,1.8,6.4,3.4,1.2,2.4,7.4,16.2,2020,7
35,6,1,0,0,-10,40.0,0.0,1.6,1.2,14.6,13.6,4.8,4.6,4.2,4.2,1.0,2.0,8.0,12.4,2020,7
7,30,1,1,1,11,40.0,20.0,1.2,1.2,13.4,14.2,3.8,6.0,5.8,6.0,1.0,1.4,13.6,13.4,2020,7
9,11,2,4,0,-5,40.0,40.0,1.4,1.8,16.2,13.8,5.4,4.8,9.4,5.4,1.4,1.8,5.6,13.6,2020,8
19,18,2,2,0,5,60.0,60.0,2.2,2.0,19.0,16.6,7.4,6.4,4.2,6.2,0.6,1.2,8.2,8.8,2020,8
16,1,2,4,0,-9,20.0,20.0,1.4,0.8,10.2,10.4,4.0,3.4,3.6,5.0,2.0,1.8,12.4,18.8,2020,9
1,25,1,0,0,0,40.0,40.0,1.4,0.6,14.2,8.0,3.6,2.2,6.4,4.4,2.6,1.0,17.2,13.6,2020,17
18,0,2,3,0,-4,80.0,0.0,2.2,0.8,20.0,9.0,7.2,2.4,7.4,4.6,0.8,0.8,5.6,12.2,2020,17
22,26,0,0,3,2,40.0,60.0,1.0,1.4,10.4,12.6,3.6,5.0,3.6,6.6,0.8,1.6,13.8,10.2,2020,19
30,19,1,1,1,-2,60.0,40.0,1.6,1.0,11.0,11.2,4.0,4.2,5.2,5.8,1.2,1.0,13.6,13.4,2020,19
31,16,1,1,1,2,60.0,40.0,2.0,1.2,13.8,15.2,3.6,6.6,4.0,4.4,0.8,0.8,12.6,10.6,2020,20
6,0,2,2,1,12,20.0,0.0,1.0,0.8,15.2,8.4,4.6,2.0,5.6,4.2,0.8,1.4,10.2,14.4,2020,20
33,35,0,0,2,3,40.0,40.0,2.2,1.4,11.8,12.4,6.0,3.4,5.4,5.4,1.4,1.4,11.2,11.6,2020,20
4,10,0,0,2,2,40.0,20.0,1.6,1.2,11.6,8.8,3.8,2.6,4.6,4.8,1.6,1.4,19.4,18.4,2020,20
21,25,2,3,0,-5,20.0,20.0,0.4,0.4,13.6,7.6,3.6,2.0,5.8,4.6,1.0,1.0,17.0,14.6,2020,21
1,9,0,1,2,15,40.0,20.0,1.2,1.4,13.2,15.6,3.6,4.4,7.4,7.2,2.0,1.4,14.8,10.6,2020,21
11,17,1,0,0,6,60.0,80.0,1.6,1.2,16.4,12.6,6.4,5.0,7.4,5.2,0.8,0.8,9.4,10.0,2020,21
18,7,2,5,0,-14,80.0,40.0,2.2,0.8,19.4,7.0,7.2,2.2,7.2,3.4,0.6,1.0,5.2,18.8,2020,22
16,6,1,0,0,-8,40.0,0.0,2.2,1.0,12.6,12.8,5.4,3.8,5.0,3.8,1.2,1.6,10.2,12.4,2020,23
30,33,2,2,0,-6,40.0,0.0,1.4,0.6,10.8,7.4,3.6,2.8,4.8,5.4,1.2,2.2,13.8,17.2,2020,23
19,25,2,3,0,-12,60.0,20.0,1.8,0.4,17.0,7.4,6.6,2.2,3.6,4.4,0.4,1.2,8.2,13.8,2020,24
21,1,1,1,1,-5,40.0,20.0,0.8,0.8,12.0,9.0,4.2,3.2,5.2,4.4,0.6,2.0,14.0,17.8,2020,24
22,11,0,0,1,10,40.0,20.0,0.6,1.4,11.2,10.0,3.4,3.2,4.6,4.0,1.0,2.4,15.2,13.0,2020,24
35,4,2,1,0,-7,20.0,0.0,1.0,0.4,12.8,7.4,3.4,3.0,4.0,3.6,0.6,2.4,8.0,15.2,2020,24
17,10,2,4,0,-10,100.0,40.0,2.6,1.4,18.0,9.2,6.8,2.6,10.0,4.8,0.6,1.2,8.4,18.0,2020,24
7,31,2,1,0,4,40.0,20.0,1.4,1.0,16.0,9.6,5.2,3.2,5.4,4.6,0.8,1.4,13.4,13.4,2020,25
26,0,0,0,2,11,40.0,0.0,1.2,0.8,13.4,7.6,4.4,2.8,5.0,5.0,1.2,1.6,9.2,13.8,2020,25
9,18,2,2,1,2,60.0,60.0,2.2,1.6,17.6,16.6,7.0,6.2,9.0,8.2,1.0,1.0,5.2,7.2,2020,25
1,35,0,0,1,11,20.0,60.0,1.2,1.8,12.6,12.4,4.0,4.2,6.8,5.6,2.4,1.2,15.4,11.0,2020,27
31,26,0,1,3,-5,40.0,60.0,1.6,1.6,11.4,16.0,3.2,6.2,3.2,7.8,1.0,1.6,13.4,10.0,2020,28
10,7,0,0,1,-3,40.0,40.0,0.6,0.8,10.6,6.0,3.6,2.2,5.0,3.2,0.8,1.8,10.0,18.4,2020,29
6,19,0,0,3,11,20.0,20.0,1.0,0.8,13.8,10.8,4.4,4.4,5.8,6.2,1.0,1.2,10.8,13.8,2020,30
0,22,2,4,0,-13,80.0,0.0,2.2,0.2,10.8,11.4,4.2,3.6,4.4,4.6,0.6,2.0,12.6,14.2,2020,1
4,21,0,1,4,1,40.0,20.0,1.4,0.8,11.6,9.0,3.2,2.8,5.2,5.0,1.8,1.6,17.4,13.0,2020,1
11,16,2,2,1,-1,40.0,20.0,1.4,1.0,14.0,15.6,6.0,5.4,5.6,4.8,0.8,0.8,10.2,9.4,2020,1
33,9,2,3,2,7,20.0,20.0,1.4,1.4,10.4,16.8,5.0,4.6,4.6,8.6,1.8,1.4,12.6,10.8,2020,1
25,30,2,3,1,14,60.0,20.0,1.0,1.0,11.4,13.8,3.4,5.0,8.4,5.8,0.6,1.2,11.0,16.6,2020,2
18,17,2,4,0,-1,80.0,60.0,2.8,1.0,20.0,12.0,7.8,4.2,6.2,5.8,0.6,0.8,3.8,9.0,2020,2
22,6,0,0,1,1,40.0,0.0,0.4,1.0,10.0,13.0,2.8,3.8,5.4,4.6,1.0,1.4,15.2,11.8,2020,4
16,10,2,3,0,-3,40.0,40.0,2.0,1.2,13.8,7.4,4.8,2.0,5.8,3.8,0.8,1.8,9.0,19.2,2020,4
19,4,2,5,2,-8,60.0,0.0,1.6,0.4,17.4,7.6,6.6,2.6,4.8,4.0,0.4,1.8,7.4,14.4,2020,4
35,0,0,0,2,2,40.0,20.0,1.0,1.0,13.0,8.2,3.0,3.0,4.2,5.4,0.4,1.4,7.8,15.0,2020,4
9,31,2,3,0,-8,60.0,0.0,2.0,0.4,17.0,8.0,7.4,2.8,8.0,5.0,1.2,1.6,6.0,13.2,2020,4
7,25,1,1,1,-3,60.0,20.0,1.4,0.4,13.8,7.6,6.0,2.0,4.0,4.6,0.4,1.4,13.2,13.0,2020,5
21,33,1,2,2,3,40.0,0.0,1.0,0.6,13.6,8.0,4.4,2.8,5.6,5.6,0.2,2.4,13.4,17.6,2020,5
17,1,2,2,0,-16,100.0,0.0,3.0,0.6,18.4,9.6,6.8,2.4,9.6,5.4,0.6,2.0,8.4,16.4,2020,5
26,18,2,1,0,15,20.0,40.0,1.0,0.6,13.4,14.4,4.4,4.2,4.6,8.8,1.6,1.2,9.0,8.8,2020,5
30,11,2,1,0,-4,60.0,40.0,1.8,1.4,11.0,11.0,3.6,3.8,5.8,3.8,1.0,2.0,13.2,11.6,2020,6
10,9,0,2,3,9,40.0,20.0,0.4,1.6,12.8,17.0,3.8,4.8,6.6,8.6,0.8,1.8,10.2,9.6,2020,7
31,22,2,2,1,-7,20.0,0.0,1.4,0.2,11.2,11.4,2.6,3.4,3.4,4.6,1.4,2.0,12.4,14.2,2020,7
0,16,1,1,1,-4,80.0,0.0,2.6,0.6,11.4,15.2,5.0,4.0,5.4,4.8,0.6,1.2,12.2,9.8,2020,7
18,21,2,5,0,-12,80.0,40.0,3.2,1.4,19.6,10.4,7.6,4.0,6.2,5.2,0.4,1.6,4.6,13.6,2020,8
25,35,2,1,0,11,60.0,80.0,1.4,1.8,10.2,11.0,3.8,3.8,7.2,4.6,0.8,0.8,11.4,11.4,2020,8
33,7,0,0,1,-5,40.0,60.0,1.8,1.0,10.0,6.2,4.6,2.6,3.6,2.8,2.0,1.2,13.8,18.2,2020,8
6,17,0,1,3,15,20.0,40.0,0.8,0.6,12.2,11.6,3.8,3.6,5.6,5.6,1.4,1.4,10.0,9.8,2020,8
4,30,1,0,0,10,40.0,20.0,1.6,1.2,12.0,13.4,3.2,4.4,5.4,5.2,2.0,1.6,16.2,15.6,2020,9
11,26,1,1,1,-8,40.0,60.0,1.6,1.8,12.6,15.0,5.2,5.6,5.4,7.6,1.0,1.6,11.4,10.6,2020,9
1,19,0,0,3,12,20.0,40.0,1.0,1.4,13.4,11.2,4.0,4.8,6.8,6.4,1.4,0.8,12.8,13.4,2020,9
22,33,0,0,4,8,20.0,0.0,0.2,0.8,9.2,10.2,2.0,3.8,4.6,4.8,1.2,2.0,15.6,16.0,2020,11
31,21,2,2,1,-2,40.0,40.0,1.8,1.0,10.0,10.0,3.0,3.8,3.6,4.6,1.6,2.2,11.4,14.8,2020,11
17,7,1,1,1,-13,100.0,60.0,3.0,0.8,16.4,6.8,6.6,3.0,8.8,3.0,0.6,1.2,8.4,17.6,2020,11
